yearm,KS_N_NSA,KS_NAER_NSA,KS_NCON_NSA,KS_NDUR_NSA,KS_NFIN_NSA,KS_NFINFI_NSA,KS_NFINRE_NSA,KS_NGDS_NSA,KS_NGOV_NSA,KS_NGOVFED_NSA,KS_NGOVSL_NSA,KS_NGOVSLEDU_NSA,KS_NINF_NSA,KS_NINFSW_NSA,KS_NLHS71_NSA,KS_NLHS72_NSA,KS_NMFG_NSA,KS_NNAT_NSA,KS_NNDUR_NSA,KS_NOSRV_NSA,KS_NPBS_NSA,KS_NPRV_NSA,KS_NSRV_NSA,KS_NTRD_NSA,KS_NTWU_NSA,KS_NODUR_NSA,KS_NLHS_NSA,WA_N_NSA,WA_NAER_NSA,WA_NCON_NSA,WA_NDUR_NSA,WA_NFIN_NSA,WA_NFINFI_NSA,WA_NFINRE_NSA,WA_NGDS_NSA,WA_NGOV_NSA,WA_NGOVFED_NSA,WA_NGOVSL_NSA,WA_NGOVSLEDU_NSA,WA_NINF_NSA,WA_NINFSW_NSA,WA_NLHS71_NSA,WA_NLHS72_NSA,WA_NMFG_NSA,WA_NNAT_NSA,WA_NNDUR_NSA,WA_NOSRV_NSA,WA_NPBS_NSA,WA_NPRV_NSA,WA_NSRV_NSA,WA_NTRD_NSA,WA_NTWU_NSA,WA_NODUR_NSA,WA_NLHS_NSA
Sep 1994,1169.3,88,61.6,145.8,75.6,50.3,25.3,247.3,165.5,22.3,143.2,71.7,40.8,15.2,15.6,86,184.1,1.6,38.3,261.7,145.1,1003.8,922,182.1,51.2,57.80000000000001,101.6,2365.3,89.3,132.8,218.5,126.6,81.7,44.9,463.1,432.5,72.3,360.2,176.3,59.4,15.5,33.6,190.7,319.6,10.7,101.1,580.7,239.5,1932.8,1902.2,375.4,88.1,129.2,224.29999999999998
Oct 1994,1164.5,88.5,60.6,144,74.3,49.4,24.9,245.9,166.7,22.1,144.6,80.1,42.4,15.4,14.5,85,183.7,1.6,39.7,257.8,145.4,997.8,918.6,180.9,51.1,55.5,99.5,2354.6,90,128.9,216.5,124.8,80.8,44,455.1,446.6,71.7,374.9,200.9,60.7,15.6,30.2,185.7,315.6,10.6,99.1,566.9,238.4,1908,1899.5,373.5,88.6,126.5,215.89999999999998
Nov 1994,1180.7,88.5,59,144.5,74.1,49.1,25,244.6,173.9,22,151.9,81.6,42.9,15.6,14.9,85.2,184,1.6,39.5,260.1,147,1006.8,936.1,186.6,51.5,56,100.10000000000001,2368.9,89.9,123.8,217.1,124.3,80.5,43.8,448.7,455.8,71,384.8,205.2,61.2,15.8,30.6,184.1,314.4,10.5,97.3,567.5,239.2,1913.1,1920.2,383.7,88.5,127.19999999999999,214.7
Dec 1994,1181.2,88.3,58,145.1,74.2,49.1,25.1,244.1,168.5,22.7,145.8,80.7,43.1,15.8,15,85.3,184.6,1.5,39.5,261.3,147.8,1012.7,937.1,190.6,51.6,56.8,100.3,2361.1,89.9,120.3,217.4,124.4,80.5,43.9,441.9,446.2,71.6,374.6,201.5,61.7,16,30.9,183.2,311.4,10.2,94,569.6,238.7,1914.9,1919.2,390.4,88.2,127.5,214.1
Jan 1995,1152.2,88.3,54.5,146.1,72.6,48.4,24.2,241.9,166,21.8,144.2,80.8,42.7,16.1,14.7,83.1,185.9,1.5,39.8,258.8,140,986.2,910.3,180.7,49.5,57.8,97.8,2296.5,89.8,111.5,217.6,122.1,79.6,42.5,432.5,441.9,70.1,371.8,201.4,60.8,16.4,29.7,177.4,311.3,9.7,93.7,556.4,227.4,1854.6,1864,370.4,85,127.8,207.1
Feb 1995,1158.4,87.6,54.9,145.3,72.9,48.4,24.5,242.1,169.4,21.8,147.6,82,43.3,16.3,15.1,83.5,185.6,1.6,40.3,261.2,141.7,989,916.3,178.6,49.2,57.70000000000002,98.6,2311.2,89.1,111.9,217.3,122.6,79.7,42.9,433.5,449.4,70.1,379.3,206.5,61.5,16.6,30.8,178.6,311.8,9.8,94.5,562.8,230.1,1861.8,1877.7,366.4,84.9,128.20000000000002,209.4
Mar 1995,1168.3,87.1,55.9,145.1,72.7,48.2,24.5,242.8,172.4,21.8,150.6,82.9,43.8,16.4,15.6,84,185.3,1.6,40.2,263.5,144.6,995.9,925.5,179.3,49.2,58,99.6,2335.6,88.7,116.6,218.2,122.7,79.6,43.1,438.9,453.5,70.1,383.4,208.3,62.1,16.7,32.2,181.7,312.6,9.7,94.4,570.6,234.3,1882.1,1896.7,368.2,85.3,129.5,213.89999999999998
Apr 1995,1162.9,87,55.9,144.9,72.4,47.7,24.7,242.8,168.7,21.8,146.9,82.5,44.3,16.7,15.8,85.8,185.3,1.6,40.4,263.7,142,994.2,920.1,179.7,49.3,57.900000000000006,101.6,2347.4,88.8,118.3,219.2,122.7,79,43.7,444.1,451,69.9,381.1,207.3,62.8,17.1,33.5,185.4,315.9,9.9,96.7,579.6,230.5,1896.4,1903.3,371.1,85.6,130.39999999999998,218.9
May 1995,1173,85.8,57.3,144.1,73,47.8,25.2,242.5,170.1,21.8,148.3,82.9,44.9,16.7,16.6,87.6,183.6,1.6,39.5,267.7,143.8,1002.9,930.5,181.3,49.7,58.3,104.19999999999999,2369.4,87.5,122.2,218.8,123.6,79.1,44.5,447.9,455,70.7,384.3,208.2,63.4,17.2,34.1,190.2,315.4,10.3,96.6,586.7,232.4,1914.4,1921.5,374.7,85.7,131.3,224.29999999999998
Jun 1995,1185.9,83.9,59.7,142.6,73.8,48,25.8,243.9,172.4,22,150.4,83.2,46.1,17.3,17.1,88.6,182.5,1.7,39.9,269.6,145.5,1013.5,942,184.3,50.3,58.69999999999999,105.69999999999999,2400.3,85.6,127.4,218.5,124.8,79.4,45.4,456.4,456,70.9,385.1,204.4,64.6,17.8,35.6,194.1,318.2,10.8,99.7,593.2,234.9,1944.3,1943.9,383.3,87.1,132.9,229.7
Jul 1995,1168.5,78.7,61.1,137.9,74.3,48.3,26,241.4,159.4,21.9,137.5,68.9,46.5,17.7,17,87.1,178.6,1.7,40.7,267.1,144.7,1009.1,927.1,183.9,51.2,59.2,104.1,2354.7,80.1,128.5,214.1,125.2,79.8,45.4,454.6,422,70.5,351.5,168.2,64.9,18.1,35.7,190.6,315.1,11,101,586.9,232.7,1932.7,1900.1,380.5,87.9,134,226.3
Aug 1995,1177.8,78.6,62.4,138.3,75.1,48.6,26.5,243.9,154.4,21.9,132.5,63.2,47.1,18,17,89.1,179.8,1.7,41.5,269.4,148.6,1023.4,933.9,187.4,51.9,59.70000000000002,106.1,2366.5,80,131.7,214.4,126.4,80.3,46.1,459.1,412.4,70.5,341.9,158.2,65.1,18.4,36.1,195.2,316.6,10.8,102.2,592.9,237.4,1954.1,1907.4,385.1,88.1,134.4,231.29999999999998
Sep 1995,1192.9,78.3,62.2,138.1,74.7,48.5,26.2,243.6,167,21.8,145.2,73.5,47.6,18.3,17.2,89.1,179.7,1.7,41.6,271.4,149.9,1025.9,949.3,187,51.7,59.8,106.3,2404.3,79.9,132.6,215.1,126.3,80.3,46,463.3,435.1,70,365.1,181.5,65.6,18.7,37.2,194.9,319.6,11.1,104.5,597.3,240.3,1969.2,1941,386.8,89.6,135.2,232.10000000000002
Oct 1995,1164.2,54.8,60.2,114.1,74.9,49,25.9,217.6,168.6,21.8,146.8,81.3,48,18.1,15.6,88,155.8,1.6,41.7,266,150,995.6,946.6,187.2,51.9,59.3,103.6,2372.8,56.2,127,190.5,126,80.7,45.3,432.8,447.9,70,377.9,203.4,66,18.5,33.3,189.8,294.8,11,104.3,584,239,1924.9,1940,386.7,90.4,134.3,223.10000000000002
Nov 1995,1178.5,56,58.6,115.4,75.1,49.2,25.9,217.1,175.3,21.6,153.7,83,48.9,18.5,15.9,88,156.9,1.6,41.5,266.8,150.4,1003.2,961.4,192.8,52.1,59.400000000000006,103.9,2382.7,57.3,123.3,191.6,126,81,45,427.7,457.8,68.9,388.9,209.2,66.9,18.9,33.3,188,293.7,10.7,102.1,582.9,237.1,1924.9,1955,394.6,89.7,134.3,221.3
Dec 1995,1199.1,78.2,56.9,138.2,75.6,49.6,26,237.5,170.6,22.2,148.4,81.9,48.2,18.6,16.6,88,179.1,1.5,40.9,268.5,150.4,1028.5,961.6,196.1,52.2,59.999999999999986,104.6,2394,79.8,118.9,214.2,126.4,81.4,45,441.8,451,69.9,381.1,206,67.3,19,34,186.8,312.5,10.4,98.3,583.9,235.9,1943,1952.2,398.2,89.5,134.39999999999998,220.8
Jan 1996,1175,78.2,54.7,138.2,74.3,49,25.3,234.8,169.2,21.7,147.5,81.9,48.4,18.6,15.2,83.5,178.5,1.6,40.3,260.3,148,1005.8,940.2,188.6,51.4,59.999999999999986,98.7,2337.8,80.9,112.8,214,124.8,81.3,43.5,433,446.2,68.5,377.7,204.3,66.6,19.2,32.1,180,310.3,9.9,96.3,571.9,228.8,1891.6,1904.8,380.1,86.4,133.1,212.1
Feb 1996,1183.5,78.6,55,138.7,74.8,49.1,25.7,236.1,173.8,21.6,152.2,83.1,48.9,18.9,15.6,83.9,179.5,1.6,40.8,262.8,149.7,1009.7,947.4,186.2,51.2,60.099999999999994,99.5,2351.1,81.3,112.6,214.6,125.7,81.7,44,434,454.3,68.3,386,208.3,66.9,19.4,32.9,179.5,311.4,10,96.8,577,231,1896.8,1917.1,375.5,86.7,133.3,212.4
Mar 1996,1195.5,78.9,56.5,140.1,75,49.3,25.7,239.5,175.2,21.6,153.6,83.9,49.2,19,16.2,85.5,181.4,1.6,41.3,266.1,152.2,1020.3,956,186.7,51.6,61.19999999999999,101.7,2379.6,81.6,117.9,216.8,126.2,82,44.2,442.6,458.7,68.5,390.2,211.3,67.5,19.5,34,183.9,314.7,10,97.9,584.7,235,1920.9,1937,378.1,86.8,135.20000000000002,217.9
Apr 1996,1194.8,79.7,57.5,140.7,75,49.1,25.9,241.6,171.7,21.6,150.1,83.5,49.7,19.2,16.4,88.2,182.5,1.6,41.8,268.3,151.1,1023.1,953.2,188.1,49.3,60.999999999999986,104.6,2396.8,82.3,122.1,218.5,126.4,81.6,44.8,450.2,456.1,68.9,387.2,210.4,67.8,19.7,35.3,188.8,318.2,9.9,99.7,591.4,238.3,1940.7,1946.6,381.7,84.9,136.2,224.10000000000002
May 1996,1207.9,80.3,58.8,141.7,75.7,49.5,26.2,244,174.1,21.5,152.6,83.9,50.3,19.3,16.8,90.1,183.6,1.6,41.9,271.6,152.8,1033.8,963.9,189.5,49.9,61.39999999999999,106.89999999999999,2426.4,83,125.6,220.1,127.4,82,45.4,457.2,460.4,69,391.4,211.4,68.7,19.8,36.9,194.5,321.2,10.4,101.1,601.3,240.2,1966,1969.2,385.6,85.6,137.1,231.4
Jun 1996,1220,81.4,60.3,143.3,76.7,50,26.7,247.3,173.4,21.5,151.9,83.8,50.8,19.7,17.1,92.4,185.4,1.6,42.1,275.4,154.4,1046.6,972.7,191.5,50.5,61.900000000000006,109.5,2449.8,84,130.1,222.7,129,82.8,46.2,465.3,458.7,69.2,389.5,207.3,69.3,20.2,37.3,198.5,324.6,10.6,101.9,607.1,243,1991.1,1984.5,390.2,87.2,138.7,235.8
Jul 1996,1216.8,83.2,62.3,145.1,76.6,49.8,26.8,250.3,164.4,21.4,143,73.1,50.4,20,17.8,92.7,186.4,1.6,41.3,273.7,156.2,1052.4,966.5,192.1,53.1,61.89999999999999,110.5,2433.6,86,134.6,225.5,129.2,82.8,46.4,471.9,431.7,69,362.7,175.6,69,20.5,38.5,198.5,326.5,10.8,101,604.4,245.3,2001.9,1961.7,391.9,90.2,139.5,237
Aug 1996,1219.9,84.6,64.5,147,77,50,27,254.5,156,21.4,134.6,64.2,50.5,19.7,17.6,93.8,188.3,1.7,41.3,275.6,159.1,1063.9,965.4,193.8,53.4,62.400000000000006,111.4,2444.5,87.5,138.7,228.5,129.9,83.2,46.7,481.8,418.7,69.2,349.5,161.2,69.2,20.3,38.5,201.7,331.9,11.2,103.4,610,249.3,2025.8,1962.7,395,90.6,141,240.2
Sep 1996,1235.6,85.8,65,148,76.6,49.8,26.8,256.2,169.7,21.4,148.3,75,50.2,19.5,17.5,93,189.4,1.8,41.4,276.1,159.9,1065.9,979.4,193.3,53.6,62.2,110.5,2474.1,88.9,138.4,230.7,129.2,82.8,46.4,484.6,442.5,69,373.5,185.3,68.9,20.1,39.7,199.6,335.1,11.1,104.4,611.8,250.6,2031.6,1989.5,395.6,90.9,141.79999999999998,239.3
Oct 1996,1239.4,87.9,64.2,149.8,76.1,49.7,26.4,257.7,170.9,21.3,149.6,82.8,50.3,19.7,16.1,91.1,191.8,1.7,42,274.7,160.5,1068.5,981.7,193.9,55.3,61.900000000000006,107.19999999999999,2483.6,91.3,136.1,232.2,128.3,82.8,45.5,483.3,455.2,67.8,387.4,209.5,68.9,20.3,34.9,195.1,336,11.2,103.8,607,251,2028.4,2000.3,396.3,93.6,140.89999999999998,230
Nov 1996,1259.4,90.6,63.5,153.2,76.6,50,26.6,260,177.6,21.5,156.1,84.6,50.7,19.8,15.8,91.8,194.9,1.6,41.7,276.9,162.8,1081.8,999.4,199.6,55.2,62.599999999999994,107.6,2496.7,93.9,133,235,128.2,83,45.2,478.7,465.3,67.7,397.6,215,68.9,20.4,33.2,194.4,334.9,10.8,99.9,606.9,250.9,2031.4,2018,405.3,92.5,141.1,227.60000000000002
Dec 1996,1262.9,93,62.9,156,77.1,50.4,26.7,261.7,172.2,22.2,150,82.6,51.2,20,16.1,92.3,197.1,1.7,41.1,278.8,163.1,1090.7,1001.2,203.4,55.4,63,108.4,2494.9,96.5,128.2,237.3,129,83.6,45.4,474.7,459.2,68.7,390.5,212.7,69.6,20.5,33.2,194.1,335.9,10.6,98.6,608.6,251,2035.7,2020.2,410.2,92.6,140.8,227.3
Jan 1997,1232.4,94.8,61.1,158.4,75.2,49.6,25.6,260.9,171.1,21.7,149.4,83.7,51.2,20.2,15.1,88.1,198,1.8,39.6,272.3,158.3,1061.3,971.5,189.9,53.5,63.60000000000001,103.19999999999999,2433.2,98.2,123.8,238.6,127.3,83,44.3,467.2,453.9,67.5,386.4,211.2,70.6,20.8,33,186.3,333.1,10.3,94.5,600.7,245.6,1979.3,1966,379.5,88.4,140.39999999999998,219.3
Feb 1997,1243.1,95.4,61.3,159.3,75.6,49.6,26,262.3,172.8,21.4,151.4,84.9,51.5,20.4,15.8,89.5,199.2,1.8,39.9,276.3,161.5,1070.3,980.8,189.6,53.5,63.900000000000006,105.3,2453.4,99,124.7,240,127.9,83.2,44.7,470.2,458.6,66.9,391.7,215.2,71.2,21,34.2,189.1,335.1,10.4,95.1,606.5,250.2,1994.8,1983.2,380,88.8,141,223.3
Mar 1997,1255.8,96.3,61.9,161.4,76,50,26,265.6,174.4,21.4,153,85.8,52.1,20.5,15.9,90.1,202,1.7,40.6,278.4,164.6,1081.4,990.2,191.1,53.6,65.10000000000001,106,2479.6,99.9,126.9,242.9,128.5,83.6,44.9,476.2,462.2,66.9,395.3,217.4,72,21.1,35.1,191.9,339.2,10.1,96.3,612.3,255,2017.4,2003.4,384.4,89,143,227
Apr 1997,1265.9,97.3,63.1,163,76.8,50.4,26.4,268.8,174.5,21.5,153,85.7,52.2,20.5,16.7,89.4,204,1.7,41,278.8,166.7,1091.4,997.1,194,54.1,65.7,106.10000000000001,2502.6,100.9,131.8,245.3,129,84,45,484.4,463.4,67.3,396.1,217,70.6,21.1,37.4,192.5,342.5,10.1,97.2,616.5,257.8,2039.2,2018.2,391.1,89.8,144.4,229.9
May 1997,1281.5,98.5,64.8,164.6,77.4,50.6,26.8,272.3,175.8,21.6,154.2,85.9,52.9,20.7,17.9,92,205.7,1.8,41.1,283.4,168.8,1105.7,1009.2,196.4,54.5,66.1,109.9,2536.8,102,136.2,247.6,130,84.3,45.7,493.4,466,67.7,398.3,217,71.5,21.2,38.6,198.9,346.6,10.6,99,627.3,261,2070.8,2043.4,397.2,90.4,145.6,237.5
Jun 1997,1299.3,100.2,66.6,166.9,78,50.9,27.1,276.8,180.6,21.7,158.9,86.1,53.7,21.2,18.1,93.8,208.3,1.9,41.4,286.1,170.3,1118.7,1022.5,198.5,55.3,66.7,111.9,2569.1,103.8,140.4,250.8,130.9,84.8,46.1,503.3,470.4,68.1,402.3,213.7,72.7,21.7,39.5,202.6,351.8,11.1,101,632.9,263.8,2098.7,2065.8,403.3,91.8,147,242.1
Jul 1997,1292.6,102.4,68.7,169.2,78.3,50.8,27.5,280.9,168.3,21.9,146.4,75.9,55.2,21.9,18,94.9,210.3,1.9,41.1,284.7,170.5,1124.3,1011.7,200,54.7,66.79999999999998,112.9,2545.9,106.2,143.3,253.8,131.8,85.2,46.6,509.7,441.8,68.8,373,183.2,73.5,22.4,39.6,204,355,11.4,101.2,630,264.3,2104.1,2036.2,404.4,90.4,147.60000000000002,243.6
Aug 1997,1294.6,103.5,70.5,171,79.1,51.3,27.8,284.6,161.3,22,139.3,67.5,55.3,22.1,18.2,96.3,212.1,2,41.1,287.8,172.6,1133.3,1010,200.9,53,67.5,114.5,2548.1,107.3,147,256,132.8,85.9,46.9,517.3,428,68.8,359.2,168.4,73.7,22.7,40.3,206.6,358.8,11.5,102.8,635,267.7,2120.1,2030.8,405.4,88.2,148.7,246.89999999999998
Sep 1997,1307.3,104.6,69.7,172,78.8,51.5,27.3,284.4,173.2,22,151.2,76.3,54.8,22,17.3,94.8,212.7,2,40.7,287.1,173.6,1134.1,1022.9,199.9,55.5,67.4,112.1,2576.4,108.6,146.1,257.1,132.3,86.1,46.2,518.2,449.1,68.5,380.6,190.4,73.3,22.5,40.8,204.1,360.5,11.6,103.4,637,269.1,2127.3,2058.2,404.9,92.5,148.50000000000003,244.89999999999998
Oct 1997,1314.2,107,70.4,175,80,52.3,27.7,289,174.9,21.6,153.3,85.3,54.7,22.5,16.6,94.2,216.6,2,41.6,286.3,173.5,1139.3,1025.2,203.3,52.5,68,110.80000000000001,2587.7,110.6,145.9,259.5,135,88.8,46.2,519.4,462.4,67.4,395,215.4,73.1,22.9,36.5,199.6,362.1,11.4,102.6,629.8,268.3,2125.3,2068.3,410.2,89.5,148.9,236.1
Nov 1997,1330.5,108.3,69.7,176.9,80.5,52.7,27.8,290.1,180.9,21.8,159.1,86.1,54.9,22.6,16.6,94.5,218.4,2,41.5,287.9,175.2,1149.6,1040.4,208.6,52.4,68.60000000000001,111.1,2599.6,111.9,142.4,260.7,135.4,89.3,46.1,514.1,472,67.7,404.3,220.3,73.6,23,35.2,198.3,360.7,11,100,628.2,269,2127.6,2085.5,418.8,88.5,148.79999999999998,233.5
Dec 1997,1338.3,108.8,69.2,178.1,81.4,53.5,27.9,290.9,177.5,22.4,155.1,86.4,55.6,22.9,16.9,95.8,219.9,1.8,41.8,290.6,177.1,1160.8,1047.4,212.5,52.7,69.3,112.69999999999999,2604,112.4,139.2,261.5,136.5,90.3,46.2,509.6,467.9,68.9,399,219.1,74.5,23.3,36.2,199,359.9,10.5,98.4,631.8,270.5,2136.1,2094.4,424.5,88.7,149.1,235.2
Jan 1998,1303,107.8,64.5,176.9,78.2,52.4,25.8,283.3,176.2,22.8,153.4,86.1,55.3,22.5,16.6,90.4,217.1,1.7,40.2,282.9,172.2,1126.8,1019.7,199.8,55.1,69.10000000000001,107,2530.4,112.1,127.4,260.8,132.2,87.6,44.6,492.5,463.3,67.6,395.7,217.3,74.3,23,35.3,188.3,355.4,9.7,94.6,616.5,263.9,2067.1,2037.9,398.5,89.2,148.70000000000002,223.60000000000002
Feb 1998,1316.1,108.2,65.6,177.6,79.2,52.8,26.4,285.7,180.3,21.9,158.4,87.1,55.8,22.7,17.2,91.2,218.4,1.7,40.8,286.2,174.5,1135.8,1030.4,199.2,55.2,69.39999999999999,108.4,2552.2,112.4,129.5,261.9,133.5,88.2,45.3,496.3,470.5,66.3,404.2,221.4,75,23.2,36.2,190.6,357.2,9.6,95.3,624.3,266.8,2081.7,2055.9,396.4,89.4,149.49999999999997,226.8
Mar 1998,1323.7,108.1,66.7,177.9,79.5,53.1,26.4,287.7,178.8,21.9,156.9,88,56,22.8,17.5,92.3,219.3,1.7,41.4,289.7,176.7,1144.9,1036,200,55.3,69.80000000000001,109.8,2572.9,112.3,132.8,262.7,134.1,88.6,45.5,501.1,470.7,66.3,404.4,223.5,75.3,23.4,37.5,193.6,358.8,9.5,96.1,632.8,270.8,2102.2,2071.8,398.6,89.5,150.39999999999998,231.1
Apr 1998,1332.1,108.6,68,179,82.6,55.2,27.4,290.1,179.3,22.1,157.2,88.3,54.7,23,17.8,94.3,220.4,1.7,41.4,292.5,175.3,1152.8,1042,201.7,55.9,70.4,112.1,2596.4,113,136.7,263.8,137.4,91.2,46.2,507.9,471.4,66.1,405.3,223,74.3,23.6,39,198.5,361.5,9.7,97.7,640,270.9,2125,2088.5,402.8,91.7,150.8,237.5
May 1998,1347.6,108.4,70.6,179.5,83.1,55.4,27.7,293.4,180.4,22.2,158.2,88.2,56.9,23.3,18.9,96.4,221,1.8,41.5,297.5,177.3,1167.2,1054.2,202.6,56.4,71.1,115.30000000000001,2626.7,112.7,141.8,264.4,138.4,91.6,46.8,515.3,473.4,66.7,406.7,222.6,76.7,23.8,40.6,204.1,363.3,10.2,98.9,650.9,272.8,2153.3,2111.4,406.8,92.4,151.7,244.7
Jun 1998,1359.1,108.8,72.4,180.2,83.7,55.7,28,295.6,182.2,22.3,159.9,89,57.3,23.6,19.3,97.5,221.4,1.8,41.2,299.2,179.1,1176.9,1063.5,205.3,56.7,71.39999999999999,116.8,2650.6,113.1,145.3,265.1,139.7,92.2,47.5,520.9,475.8,67.2,408.6,220,77.5,24.2,42,207.6,365.2,10.4,100.1,656.4,275.4,2174.8,2129.7,411.9,93,152.00000000000003,249.6
Jul 1998,1355.1,108.7,75.3,179.9,85,56.6,28.4,297.6,172.4,22.5,149.9,77.8,58,24.6,19.5,97.7,220.3,2,40.4,297.1,180.8,1182.7,1057.5,207.3,56.9,71.2,117.2,2633.3,112.8,151.5,264.3,141.2,93.1,48.1,526.9,448.7,68,380.7,187.2,78.1,25.1,42,208.3,364.9,10.5,100.6,653.7,276.9,2184.6,2106.4,414.1,93.7,151.5,250.3
Aug 1998,1355.7,108.1,76.3,180,85.3,56.7,28.6,298.8,165.7,22.6,143.1,69.9,58.7,24.9,19.7,99.5,220.5,2,40.5,299.6,183,1190,1056.9,207.2,57.4,71.9,119.2,2631.1,112.1,153.9,263.8,141.8,93.4,48.4,529.4,434,68.1,365.9,171.3,78.9,25.4,42.6,211.7,364.9,10.6,101.1,658.7,279.4,2197.1,2101.7,414.2,94.7,151.70000000000002,254.29999999999998
Sep 1998,1367.4,107.5,76.5,179.3,85,56.8,28.2,298.5,178.2,22.6,155.6,79.6,58.3,24.8,19.2,98.7,220,2,40.7,300.3,181.8,1189.2,1068.9,207.4,57.9,71.80000000000001,117.9,2657.9,111.7,154.1,262.9,141.5,93.6,47.9,529.5,456.4,67.8,388.6,194.5,78.6,25.4,44.2,209.9,364.7,10.7,101.8,661.6,278.9,2201.5,2128.4,415.3,96.1,151.2,254.10000000000002
Oct 1998,1369.6,107.2,76.5,178.7,87.4,58.9,28.5,297.3,179.3,22.6,156.7,85.9,58.3,25,17.9,95,218.5,2.3,39.8,297.3,181.9,1190.3,1072.3,210.7,57.4,71.49999999999999,112.9,2662.7,111.4,153.2,260.6,143.7,95.8,47.9,524.8,470.7,67.1,403.6,217.7,78.7,25.6,38.6,200.8,360.3,11.3,99.7,650.2,278.4,2192,2137.9,420.6,95.6,149.20000000000002,239.4
Nov 1998,1383.4,106.6,75.1,178.3,87.9,59.1,28.8,296.1,186,22.9,163.1,87.9,58.9,24.9,16.9,95.3,218.7,2.3,40.4,297.5,183.2,1197.4,1087.3,216,57.8,71.70000000000002,112.19999999999999,2672,110.8,149.1,259.4,143.7,95.9,47.8,517.9,480.7,67.4,413.3,223.5,79.3,25.5,37,198.9,357.7,11.1,98.3,647.5,278.2,2191.3,2154.1,429.5,95.2,148.59999999999997,235.9
Dec 1998,1387,105.6,74.4,177.4,88.2,59.5,28.7,294,183,23.8,159.2,86.7,59.8,25.3,17.9,96.3,217.4,2.2,40,300.2,183.2,1204,1093,220.3,58.3,71.80000000000001,114.19999999999999,2671.2,109.8,146.1,258.2,144.5,96.8,47.7,510.6,475.3,68.3,407,220.8,80.4,25.9,38.2,199.9,353.8,10.7,95.6,651.2,277.6,2195.9,2160.6,436.1,95.5,148.39999999999998,238.10000000000002
Jan 1999,1353.2,103.7,71.5,174.3,86.6,58.4,28.2,285.9,181.1,23.7,157.4,87.6,61,25.3,18.2,94.5,212.3,2.1,38,294.9,178.3,1172.1,1067.3,209.8,55.6,70.60000000000001,112.7,2601.7,108,138.5,254.2,141.9,95.2,46.7,494,471.1,67.5,403.6,220.2,81.6,25.9,38.4,194.3,345.6,9.9,91.4,638.7,270,2130.6,2107.7,413.8,90.6,146.2,232.70000000000002
Feb 1999,1358.5,101.8,71.2,172.7,87.3,58.6,28.7,284.6,182.4,22.9,159.5,88.9,61.6,25.5,19.1,95.5,211.4,2,38.7,298.2,180,1176.1,1073.9,208.7,55.7,70.89999999999999,114.6,2614.7,106.1,138.8,252.8,142.5,95.4,47.1,493.5,475.8,66.6,409.2,224.7,82.4,26.1,39.6,196.6,344.7,10,91.9,645.4,273.1,2138.9,2121.2,410.8,91.2,146.70000000000002,236.2
Mar 1999,1368.3,100,72.7,170.8,87.7,58.9,28.8,284.2,184.2,23.3,160.9,89.7,61.8,25.6,19.1,97.9,209.5,2,38.7,301,182.4,1184.1,1084.1,208.3,58.7,70.80000000000001,117,2641.1,104.5,142.6,252.1,143.5,96,47.5,496.9,481.4,67.9,413.5,227,82.8,26.3,40.5,201.8,344.4,9.9,92.3,654.1,278.4,2159.7,2144.2,412.4,91.6,147.6,242.3
Apr 1999,1370.2,98.5,74.8,169.4,88.1,58.9,29.2,285.6,183.4,22.8,160.6,89.6,61.4,25.6,19.9,98,208.7,2.1,39.3,300.5,185.4,1186.8,1084.6,209.3,56.5,70.9,117.9,2651.2,102.3,147.5,250.4,144.3,96.6,47.7,503.5,479.3,66.6,412.7,226.2,82,26.3,42.1,201.4,346,10,95.6,655.2,280.8,2171.9,2147.7,413.9,92.2,148.10000000000002,243.5
May 1999,1378.3,96.4,76.2,167.2,88.1,58.8,29.3,285.2,184.7,22.9,161.8,90,62.8,25.9,20,99.3,206.9,2.1,39.7,303,186.9,1193.6,1093.1,210.9,56.7,70.79999999999998,119.3,2671.2,100.2,150.8,248.5,144.8,96.5,48.3,506.7,481,67.1,413.9,225.8,83.9,26.6,42.1,205.8,345.4,10.5,96.9,661.7,282.9,2190.2,2164.5,417.9,92.3,148.3,247.9
Jun 1999,1388.6,94.6,78.4,165.7,88.9,59.3,29.6,285.9,186.2,23,163.2,90.3,63.2,26.3,20.8,100.9,205.4,2.1,39.7,305.8,189.1,1202.4,1102.7,212.8,56.7,71.1,121.7,2696,98.3,156.8,248,145.7,97.1,48.6,513.7,483.5,67.5,416,223.2,84.7,27,43.8,209.4,346.1,10.8,98.1,667.1,286.2,2212.5,2182.3,422.1,93,149.7,253.2
Jul 1999,1387.5,92.6,81.5,163.4,89.9,60.2,29.7,286,176.6,22.8,153.8,79.5,66.1,27.4,21.6,100.6,202.2,2.3,38.8,304.3,192.2,1210.9,1101.5,215.5,56.9,70.80000000000001,122.19999999999999,2690.4,96.2,162.6,246.1,147,97.9,49.1,518.2,456.7,68.1,388.6,190.9,86.9,28.2,45.9,210.2,344.4,11.2,98.3,668.5,291.5,2233.7,2172.2,426.9,94.7,149.89999999999998,256.09999999999997
