yearm,KS_N_NSA,KS_NAER_NSA,KS_NCON_NSA,KS_NDUR_NSA,KS_NFIN_NSA,KS_NFINFI_NSA,KS_NFINRE_NSA,KS_NGDS_NSA,KS_NGOV_NSA,KS_NGOVFED_NSA,KS_NGOVSL_NSA,KS_NGOVSLEDU_NSA,KS_NINF_NSA,KS_NINFSW_NSA,KS_NLHS71_NSA,KS_NLHS72_NSA,KS_NMFG_NSA,KS_NNAT_NSA,KS_NNDUR_NSA,KS_NOSRV_NSA,KS_NPBS_NSA,KS_NPRV_NSA,KS_NSRV_NSA,KS_NTRD_NSA,KS_NTWU_NSA,KS_NODUR_NSA,KS_NLHS_NSA,WA_N_NSA,WA_NAER_NSA,WA_NCON_NSA,WA_NDUR_NSA,WA_NFIN_NSA,WA_NFINFI_NSA,WA_NFINRE_NSA,WA_NGDS_NSA,WA_NGOV_NSA,WA_NGOVFED_NSA,WA_NGOVSL_NSA,WA_NGOVSLEDU_NSA,WA_NINF_NSA,WA_NINFSW_NSA,WA_NLHS71_NSA,WA_NLHS72_NSA,WA_NMFG_NSA,WA_NNAT_NSA,WA_NNDUR_NSA,WA_NOSRV_NSA,WA_NPBS_NSA,WA_NPRV_NSA,WA_NSRV_NSA,WA_NTRD_NSA,WA_NTWU_NSA,WA_NODUR_NSA,WA_NLHS_NSA
Jul 2019,1783.8,83.5,106,138.1,89.7,53.9,35.8,275.2,213.9,21.3,192.6,96.6,129.6,69.6,34.7,146.3,168.4,0.8,30.3,470.6,271.4,1569.9,1508.6,273.3,60.1,54.599999999999994,181,3493.4,89.7,225.8,208.4,163,100.7,62.3,529.8,574.8,76.3,498.5,239.7,148.2,72.1,59.2,302.3,297.9,6.1,89.5,988,441.2,2918.6,2963.6,531.4,117,118.7,361.5
Aug 2019,1782.7,83.5,106.8,137.9,89.7,53.9,35.8,275.8,207.4,21.5,185.9,89.7,130.8,70.2,34.5,147,168.2,0.8,30.3,471.6,273,1575.3,1506.9,274,60.4,54.400000000000006,181.5,3493,89.7,228.2,208.3,163.2,100.8,62.4,531.6,562,76.9,485.1,226.5,149.5,72.7,59.2,304.2,297.5,5.9,89.2,991.7,444.7,2931,2961.4,532.5,117.8,118.60000000000001,363.4
Sep 2019,1776.1,83.2,106,137.5,89.2,53.7,35.5,274.8,212.5,21.3,191.2,96,129.3,69.3,32.3,144.7,168,0.8,30.5,466.5,271.7,1563.6,1501.3,271.8,60.3,54.3,177,3494.3,89.4,226.6,207.6,162.3,100.5,61.8,529.4,576.3,76.4,499.9,244.5,148,71.8,57.3,300.2,296.9,5.9,89.3,987.9,443.4,2918,2964.9,529.1,117.9,118.19999999999999,357.5
Oct 2019,1774.3,82.3,104.8,136,88.6,53.4,35.2,271.9,218.2,21.3,196.9,101.8,127.3,68.6,30,141.9,166.3,0.8,30.3,463.4,273.3,1556.1,1502.4,271.9,59.7,53.7,171.9,3497.8,88.5,223.6,205.6,161,100.1,60.9,523.5,593.7,76.1,517.6,264.1,145.5,71.1,53.6,292.6,294.1,5.8,88.5,983,443.4,2904.1,2974.3,530.4,117.3,117.1,346.20000000000005
Nov 2019,1782.9,82.7,104.3,136.3,88.9,53.7,35.2,271.8,219.2,21.3,197.9,103.1,128.2,68.9,29.9,141.5,166.7,0.8,30.4,464.2,273.4,1563.7,1511.1,276.6,60.6,53.60000000000001,171.4,3506.6,88.8,222.1,205.5,161.1,100.5,60.6,520,596,75.8,520.2,267.4,146.7,71.5,51.8,290.6,292.1,5.8,86.6,981.3,442.5,2910.6,2986.6,540,119,116.7,342.40000000000003
Dec 2019,1789.9,83.3,103.4,136.9,89.1,53.7,35.4,271.4,216.5,21.2,195.3,100.8,129,69.2,30.8,142.3,167.2,0.8,30.3,466.9,273.5,1573.4,1518.5,281.7,61.8,53.60000000000001,173.10000000000002,3507.5,89.5,219.3,206,161.5,100.6,60.9,516.7,590.7,75.8,514.9,262.5,147.5,71.8,52.8,291.3,291.7,5.7,85.7,983.8,441.7,2916.8,2990.8,544,121.6,116.5,344.1
Jan 2020,1772.8,82.8,101,136.4,87.5,52.5,35,268.5,220.7,21.3,199.4,105,128.8,69.4,30.8,139.2,166.7,0.8,30.3,463,270.3,1552.1,1504.3,274,60,53.60000000000001,170,3466.8,89.1,212.1,205.1,158,100.5,57.5,507.6,595.5,76.3,519.2,267.2,147.1,72.1,52.9,285.1,290,5.5,84.9,975.2,436.3,2871.3,2959.2,528.8,118.3,116,338
Feb 2020,1775,83.8,102.9,136.9,87.8,52.7,35.1,270.7,221.6,21.3,200.3,105.4,129.5,69.9,30.7,138.8,167,0.8,30.1,461.5,271.9,1553.4,1504.3,272.3,59.7,53.10000000000001,169.5,3477.1,89.9,215.8,205.7,158.2,100.6,57.6,512.1,598.3,76.5,521.8,269.1,147.9,72.5,52.9,285.6,290.8,5.5,85.1,979.4,439,2878.8,2965,525.6,116.6,115.79999999999998,338.5
Mar 2020,1765.2,81.6,103.6,134.6,87.6,52.6,35,269,221.7,21.3,200.4,105.5,130.2,70.5,30.2,133.6,164.6,0.8,30,453.2,271.2,1543.5,1496.2,272.5,59.8,53,163.79999999999998,3470.3,87.5,218.6,203.4,158.3,100.6,57.7,512.3,599.2,76.8,522.4,269.3,148.5,73.1,52.5,279.1,288.2,5.5,84.8,969.1,439.7,2871.1,2958,526.5,116.7,115.9,331.6
Apr 2020,1510.2,80.9,60.5,124.8,85,51.7,33.3,213,213.2,21.6,191.6,99,128.2,70,9.2,63.7,151.8,0.7,27,316.3,251.1,1297,1297.2,248.8,54.6,43.89999999999999,72.9,2960.4,86.8,139.8,182.5,150.8,98.9,51.9,403.3,573.2,77.7,495.5,250.6,145.1,72.7,14.1,145.9,258.6,4.9,76.1,693.9,411.9,2387.2,2557.1,474.9,107.3,95.7,160
May 2020,1559,76.9,89.6,124.9,87.3,52.6,34.7,242.4,209.7,21.6,188.1,96.2,125.8,70.1,11.2,77.1,152.1,0.7,27.2,338.3,255.3,1349.3,1316.6,247.8,52.4,48,88.3,3073.1,82.6,190.8,187.9,152.8,99.6,53.2,464.1,555.9,78.7,477.2,234,142.4,72.4,17.4,177.2,268.1,5.2,80.2,745.9,418.3,2517.2,2609,486.9,106.8,105.30000000000001,194.6
Jun 2020,1607.1,74.3,96.8,123.3,88.1,52.8,35.3,248.3,205.5,21.5,184,94.4,125.7,70,14,92.1,150.8,0.7,27.5,367.6,257.9,1401.6,1358.8,260.3,53.7,49,106.1,3190.1,79.8,207,188.6,157.1,99.7,57.4,483.8,549.9,79.6,470.3,225.8,142,73.2,24.8,210.8,271.4,5.4,82.8,810,426.9,2640.2,2706.3,510.4,110,108.8,235.60000000000002
Jul 2020,1631.3,75.1,98.8,123.9,90.4,52.8,37.6,251.4,202.8,22,180.8,90.4,126.3,70.1,13.4,101,151.9,0.7,28,378,262.1,1428.5,1379.9,265.7,54.6,48.80000000000001,114.4,3244.6,80.8,210.2,189.2,160.5,100.2,60.3,489.2,541.4,81.3,460.1,214.6,142.3,73.7,26.9,230.5,273.8,5.2,84.6,842.3,435.8,2703.2,2755.4,519.6,113.5,108.39999999999999,257.4
Aug 2020,1645.3,70.8,102.7,119,91.2,53,38.2,250,203.3,24.1,179.2,88.4,127.8,71,15.4,102.2,146.6,0.7,27.6,382.2,266.7,1442,1395.3,269.2,54.9,48.2,117.60000000000001,3279.9,76.3,215.1,185.3,161.6,100.8,60.8,490.3,548.9,86.8,462.1,215.6,143.9,74.6,29.7,234.4,269.9,5.3,84.6,849.9,444,2731,2789.6,526.7,114.6,109.00000000000001,264.1
Sep 2020,1649.7,71.1,102.8,118.4,91.5,53.3,38.2,249.7,205.6,23.2,182.4,91.7,128.5,72.2,15.2,105.2,146.2,0.7,27.8,385.5,267.1,1444.1,1400,267.7,54.1,47.30000000000001,120.4,3290.4,75.6,215.4,184.3,161.3,101.1,60.2,490.6,551.5,84.3,467.2,221.9,144.6,76,30.9,236.5,269.8,5.4,85.5,857.9,446.2,2738.9,2799.8,523.7,114.6,108.70000000000002,267.4
